City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Oksfjord,NO,70.2396,22.3479,26.6,63,75,12.66,light snow
349,Sao Filipe,CV,14.8961,-24.4956,72.5,63,0,15.57,clear sky
350,Brae,GB,60.3964,-1.353,37.4,56,90,25.32,overcast clouds
351,Itarema,BR,-2.9248,-39.9167,80.02,81,75,11.54,broken clouds
352,Kanye,BW,-24.9667,25.3327,65.48,68,3,5.61,clear sky
353,Luorong,CN,24.4058,109.6086,59.81,68,0,4.61,clear sky
354,Berlevag,NO,70.8578,29.0864,12.2,79,0,16.11,clear sky
355,Faanui,PF,-16.4833,-151.75,81.54,75,10,11.7,moderate rain
356,Tautira,PF,-17.7333,-149.15,86.0,62,75,16.11,light rain
357,Cayenne,GF,4.9333,-52.3333,78.8,94,75,10.36,broken clouds
358,Barentu,ER,15.1139,37.5928,60.33,69,0,2.24,clear sky
359,Sorkjosen,NO,69.8,20.9333,20.71,90,100,6.91,overcast clouds
360,Mocuba,MZ,-16.8392,36.9856,72.84,96,89,3.65,overcast clouds
361,Sitka,US,57.0531,-135.33,39.2,26,20,13.8,few clouds
362,Makakilo City,US,21.3469,-158.0858,80.6,57,1,8.05,clear sky
363,Bathsheba,BB,13.2167,-59.5167,78.8,69,40,18.41,scattered clouds
364,Avera,US,33.194,-82.5271,42.8,85,90,9.22,haze
365,Vostok,RU,46.4856,135.8833,26.83,97,100,5.82,overcast clouds
366,Talara,PE,-4.5772,-81.2719,75.43,80,90,10.11,overcast clouds
367,Kalmunai,LK,7.4167,81.8167,73.74,92,34,7.83,scattered clouds
368,Curup,ID,-3.4667,102.5333,72.5,89,100,2.44,overcast clouds
369,Flagstaff,US,35.1981,-111.6513,44.01,60,75,8.05,broken clouds
370,La Palma,US,33.8464,-118.0467,68.0,40,1,5.75,clear sky
371,Saint Anthony,US,45.0205,-93.218,-5.8,45,1,5.75,clear sky
372,Tutoia,BR,-2.7619,-42.2744,80.89,82,100,13.0,moderate rain
373,Lumsden,CA,50.6501,-104.8678,-18.0,69,20,6.91,few clouds
374,Blackpool,GB,53.8167,-3.05,28.99,69,96,11.99,overcast clouds
375,Katiola,CI,8.1333,-5.1,80.29,48,0,2.19,clear sky
376,Salinopolis,BR,-0.6136,-47.3561,79.2,87,100,11.74,overcast clouds
377,Ubatuba,BR,-23.4339,-45.0711,68.0,100,90,11.5,moderate rain
378,Filadelfia,US,39.9523,-75.1638,28.99,46,90,4.61,overcast clouds
379,Tierranueva,MX,21.6833,-100.5667,58.01,36,50,2.66,scattered clouds
380,Prainha,BR,-1.8,-53.48,76.68,90,100,4.9,overcast clouds
381,Hofn,IS,64.2539,-15.2082,40.66,73,100,20.22,light rain
382,Coihaique,CL,-45.5752,-72.0662,68.0,40,0,5.75,clear sky
383,San Carlos Del Zulia,VE,9.0,-71.9135,77.97,74,0,5.3,clear sky
384,Kyra,RU,49.5776,111.9753,-12.64,80,0,4.29,clear sky
385,Praia Da Vitoria,PT,38.7333,-27.0667,60.01,82,40,28.39,scattered clouds
386,Roebourne,AU,-20.7833,117.1333,83.12,60,42,5.5,scattered clouds
387,Ayorou,NE,14.7308,0.9174,77.32,15,0,8.86,clear sky
388,Zhezkazgan,KZ,47.8043,67.7144,14.54,94,0,8.03,clear sky
389,Vardo,NO,70.3705,31.1107,20.91,93,99,8.34,overcast clouds
390,Muros,ES,42.7762,-9.0603,55.99,76,100,11.99,overcast clouds
391,Port Lincoln,AU,-34.7333,135.8667,67.42,60,30,7.52,scattered clouds
392,Mayo,US,38.8876,-76.5119,30.99,64,90,4.61,overcast clouds
393,Poum,NC,-20.2333,164.0167,80.37,71,0,7.99,clear sky
394,Suicheng,CN,33.8963,117.9331,49.78,84,35,8.01,scattered clouds
395,Saldanha,ZA,-33.0117,17.9442,62.6,88,0,4.61,clear sky
396,Tucuma,BR,-0.1833,-50.05,77.56,91,100,7.56,overcast clouds
397,Muzhi,RU,65.3667,64.6667,-17.07,88,100,2.68,overcast clouds
398,Devils Lake,US,48.1128,-98.8651,-16.01,76,20,5.75,few clouds
399,Kendari,ID,-3.945,122.4989,79.11,89,100,4.41,overcast clouds
400,Valparaiso,CL,-33.0393,-71.6273,62.6,94,75,4.61,broken clouds
401,Lata,PT,40.1629,-8.3327,52.0,91,100,1.63,overcast clouds
402,Natchitoches,US,31.7668,-93.1335,32.0,93,90,10.36,overcast clouds
403,Vieste,IT,41.8825,16.175,39.2,100,90,1.14,mist
404,Balkhash,KZ,46.844,74.9804,11.25,93,100,12.66,overcast clouds
405,Nioro,GM,13.35,-15.75,77.16,16,0,7.52,clear sky
406,Maldonado,UY,-34.6667,-54.9167,66.2,94,90,6.91,overcast clouds
407,Ostrovnoy,RU,68.0531,39.5131,0.37,91,100,7.58,overcast clouds
408,Kavieng,PG,-2.5744,150.7967,84.25,74,3,8.52,light rain
409,Zabaykalsk,RU,49.6333,117.3167,-8.43,85,0,17.29,clear sky
410,Nioki,CD,-2.7167,17.6833,75.31,83,94,2.55,overcast clouds
411,Danville,US,36.586,-79.395,30.99,93,90,6.91,mist
412,Asha,RU,54.9973,57.2722,33.53,92,100,7.92,light snow
413,Vanavara,RU,60.34,102.2797,-18.09,88,100,3.38,overcast clouds
414,Xingcheng,CN,40.6167,120.7167,36.66,88,100,0.78,overcast clouds
415,Kaluga,RU,54.5,35.5,6.8,78,100,17.9,snow
416,Nishihara,JP,26.1842,127.7558,69.8,82,75,8.05,mist
417,Lingao,CN,19.9103,109.6859,64.96,69,0,5.97,clear sky
418,Saint-Francois,FR,46.4154,3.9054,24.01,79,0,3.44,clear sky
419,Jiexiu,CN,37.0244,111.9125,47.17,50,100,1.9,overcast clouds
420,Bermeo,ES,43.4209,-2.7215,51.01,100,100,3.44,overcast clouds
421,Republic,US,37.12,-93.4802,17.01,73,90,13.8,overcast clouds
422,Nokaneng,BW,-19.6667,22.2667,66.9,97,100,2.28,moderate rain
423,Buala,SB,-8.145,159.5921,80.11,85,100,10.87,light rain
424,Darhan,MN,49.4867,105.9228,-12.1,82,7,1.86,clear sky
425,Carnarvon,AU,-24.8667,113.6333,78.8,94,40,8.05,scattered clouds
426,Ciudad Bolivar,VE,8.1222,-63.5497,79.86,67,21,15.97,few clouds
427,Igurusi,TZ,-8.85,33.85,64.4,86,100,0.16,light rain
428,Zhoucheng,CN,35.9122,116.3117,49.24,83,100,9.64,overcast clouds
429,Paamiut,GL,61.994,-49.6678,24.13,92,100,18.43,overcast clouds
430,Daye,CN,30.0833,114.95,56.16,80,0,4.72,clear sky
431,Kenai,US,60.5544,-151.2583,30.2,59,1,16.11,clear sky
432,Bridlington,GB,54.0831,-0.1919,30.99,69,100,15.01,overcast clouds
433,Conceicao Do Araguaia,BR,-8.2578,-49.2647,76.44,90,100,1.74,moderate rain
434,Taoudenni,ML,22.6783,-3.9836,68.65,19,0,14.67,clear sky
435,Kangaatsiaq,GL,68.3065,-53.4641,6.06,88,0,10.58,clear sky
436,Sidney,AU,-33.8679,151.2073,68.0,94,75,19.57,light rain
437,Vagamo,NO,61.8751,9.0967,5.05,59,0,5.75,clear sky
438,Keflavik,IS,64.0049,-22.5624,41.0,75,90,32.21,light rain
439,Noumea,NC,-22.2763,166.4572,87.01,70,20,9.22,few clouds
440,Dubai,AE,25.2582,55.3047,62.01,100,0,4.61,fog
441,Tha Rua,TH,14.5634,100.7226,78.01,80,0,1.99,clear sky
442,Pampa,US,35.5362,-100.9599,12.2,79,90,11.34,overcast clouds
443,Burley,US,42.5357,-113.7928,35.6,80,90,13.8,overcast clouds
444,Katsuura,JP,35.1333,140.3,55.99,61,20,5.75,few clouds
445,Miamisburg,US,39.6428,-84.2866,26.01,74,90,9.22,overcast clouds
446,Longyearbyen,SJ,78.2186,15.6401,8.6,85,90,4.61,snow
447,Salekhard,RU,66.53,66.6019,-25.35,86,99,2.93,overcast clouds
448,Bambous Virieux,MU,-20.3428,57.7575,77.0,88,40,10.36,light rain
449,Kodinsk,RU,58.6881,99.1844,-10.86,89,100,2.82,overcast clouds
450,Sungai Padi,TH,6.0851,101.8766,78.01,76,35,2.62,scattered clouds
451,Hun,LY,29.1268,15.9477,55.04,40,0,6.91,clear sky
452,Mandalgovi,MN,45.7625,106.2708,4.84,74,100,9.31,overcast clouds
453,Udachnyy,RU,66.4167,112.4,-21.95,78,100,1.74,overcast clouds
454,Baykit,RU,61.67,96.37,-19.89,83,99,1.54,overcast clouds
455,Tura,IN,25.5198,90.2201,60.42,55,0,2.35,clear sky
456,Camacha,PT,33.0833,-16.3333,57.2,82,0,2.3,clear sky
457,Sikasso,ML,10.9167,-7.0,74.7,19,0,2.26,clear sky
458,Manga,BF,11.6636,-1.0731,73.85,18,0,6.02,clear sky
459,Leshukonskoye,RU,64.8989,45.7622,-14.58,90,1,1.57,clear sky
460,Moca,DO,19.5,-70.5,77.0,73,20,16.11,few clouds
461,Lucapa,AO,-8.4192,20.7447,64.87,90,100,1.43,overcast clouds
462,Xinmin,CN,41.9908,122.8253,41.0,75,94,2.24,mist
463,Toowoomba,AU,-27.55,151.9667,82.4,42,94,13.8,overcast clouds
464,Hassan,IN,13.0006,76.0994,56.37,87,14,5.5,few clouds
465,Wanning,CN,18.8003,110.3967,65.79,71,9,4.63,clear sky
466,Matane,CA,48.8286,-67.522,21.2,68,100,4.61,overcast clouds
467,Marrakesh,MA,31.6315,-8.0083,55.4,71,0,3.44,clear sky
468,Hamilton,US,39.1834,-84.5333,27.0,75,100,5.01,overcast clouds
469,Nogliki,RU,51.8333,143.1667,19.87,97,100,6.98,overcast clouds
470,Hay River,CA,60.8156,-115.7999,-13.0,77,1,3.44,clear sky
471,Belle Fourche,US,44.6714,-103.8522,-4.0,71,75,4.61,haze
472,Dharchula,IN,29.85,80.5333,50.99,34,17,6.62,few clouds
473,Asau,RO,46.4333,26.4,17.01,43,0,7.74,clear sky
474,Khor,RU,47.8861,134.9464,21.69,97,100,7.52,overcast clouds
475,Belaya Gora,RU,68.5333,146.4167,-25.01,78,0,2.91,clear sky
476,Karaton,ID,-6.3424,106.1045,80.01,89,20,2.3,few clouds
477,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,12.2,62,75,4.47,broken clouds
478,Priyutovo,RU,53.9,53.9333,32.02,99,100,13.8,light snow
479,Muromtsevo,RU,56.3724,75.2418,-19.05,86,89,5.17,overcast clouds
480,Floro,NO,61.5996,5.0328,24.8,63,0,11.5,clear sky
481,Camocim,BR,-2.9022,-40.8411,79.36,83,100,11.88,overcast clouds
482,Port Keats,AU,-14.25,129.55,87.82,67,22,9.69,few clouds
483,Qena,EG,26.1615,32.7183,59.0,51,0,5.75,clear sky
484,Escanaba,US,45.7453,-87.0646,12.2,73,90,5.75,light snow
485,Staraya Poltavka,RU,50.4772,46.4814,32.29,96,100,12.15,overcast clouds
486,Cururupu,BR,-1.8283,-44.8683,76.66,92,80,4.27,broken clouds
487,Lazarev,RU,52.225,141.5131,18.19,97,100,1.68,overcast clouds
488,Kiunga,PG,-6.1219,141.2906,74.3,97,100,2.73,overcast clouds
489,Shirokiy,RU,49.758,129.523,9.82,93,86,7.18,overcast clouds
490,Zhangjiakou,CN,40.81,114.8794,37.9,64,100,1.48,overcast clouds
491,Vao,NC,-22.6667,167.4833,78.67,75,0,6.6,clear sky
492,Hildburghausen,DE,50.4255,10.7318,12.99,77,17,6.33,few clouds
493,Iqaluit,CA,63.7506,-68.5145,-7.6,71,20,11.5,few clouds
494,Havre-Saint-Pierre,CA,50.2334,-63.5986,21.2,63,90,9.22,overcast clouds
495,Eureka,US,40.8021,-124.1637,52.0,96,100,7.18,overcast clouds
496,Jatai,BR,-17.8814,-51.7144,68.77,91,100,4.05,overcast clouds
497,Samarai,PG,-10.6167,150.6667,83.98,67,43,8.34,scattered clouds
498,Saskylakh,RU,71.9167,114.0833,-28.88,82,73,1.68,broken clouds
499,Arkansas City,US,37.062,-97.0384,12.2,67,90,13.8,overcast clouds
500,Mackay,AU,-21.15,149.2,84.99,54,100,6.91,overcast clouds
501,Pipar,IN,26.3856,73.5378,62.62,30,6,9.46,clear sky
502,Deputatskiy,RU,69.3,139.9,-15.34,90,100,3.24,overcast clouds
503,Sarangani,PH,5.4033,125.4636,83.5,73,100,9.66,overcast clouds
504,Papara,BR,-3.9839,-38.7273,82.4,78,40,8.05,scattered clouds
505,Ternate,ID,0.8,127.4,83.59,72,75,6.69,broken clouds
506,Margate,GB,51.3813,1.3862,30.0,58,8,8.01,clear sky
507,Westport,US,41.1415,-73.3579,28.99,34,90,6.91,overcast clouds
508,Kearney,US,40.6995,-99.0815,-0.4,71,90,8.05,light snow
509,Uruzgan,AF,32.8333,66.0,43.09,52,0,2.13,clear sky
510,Qunduz,AF,36.729,68.857,52.2,52,100,5.28,overcast clouds
511,Sibolga,ID,1.7427,98.7792,78.93,71,24,2.62,few clouds
512,Mount Gambier,AU,-37.8333,140.7667,62.6,77,90,8.05,overcast clouds
513,Lagoa,PT,39.05,-27.9833,58.95,81,99,21.63,overcast clouds
514,Mecca,SA,21.4267,39.8261,74.08,62,2,2.89,clear sky
515,Port-Cartier,CA,50.0334,-66.8654,19.4,58,90,4.61,overcast clouds
516,Kannur,IN,11.8675,75.3576,73.92,83,96,3.36,overcast clouds
517,Beya,RU,53.0533,90.9139,-8.16,89,60,1.57,broken clouds
518,Vitim,RU,59.4511,112.5578,-9.71,88,100,1.61,overcast clouds
519,Schwarzenbek,DE,53.5,10.4833,15.01,85,0,2.3,clear sky
520,Purpe,RU,64.4803,76.6897,-30.86,83,97,1.34,overcast clouds
521,Fairbanks,US,64.8378,-147.7164,10.0,78,1,1.41,clear sky
522,Sandpoint,US,48.2766,-116.5533,19.4,32,1,11.5,clear sky
523,Lodwar,KE,3.1191,35.5973,83.71,44,100,4.43,overcast clouds
524,Chaplygin,RU,53.2432,39.9629,34.0,93,100,22.41,overcast clouds
525,Manaus,BR,-3.1019,-60.025,78.8,94,40,1.14,scattered clouds
526,Chumikan,RU,54.7183,135.315,16.5,96,100,4.9,light snow
527,Sur,OM,22.5667,59.5289,66.96,55,0,4.36,clear sky
528,Kilakarai,IN,9.2333,78.7833,70.83,85,100,9.64,overcast clouds
529,Marawi,PH,7.9986,124.2928,81.0,80,20,1.01,few clouds
530,Santa Fe,AR,-31.6333,-60.7,78.01,70,9,3.0,clear sky
531,Tilichiki,RU,60.4667,166.1,-12.37,84,0,13.89,clear sky
532,Martaban,MM,16.5314,97.6111,70.52,71,100,3.91,overcast clouds
533,Zelenoborskiy,RU,66.845,32.3622,0.82,93,96,5.3,overcast clouds
534,Methven,NZ,-43.6333,171.65,75.0,46,39,5.01,scattered clouds
535,Talcahuano,CL,-36.7167,-73.1167,60.8,94,0,8.05,clear sky
536,Shenzhen,CN,22.5455,114.0683,66.99,85,14,2.42,few clouds
537,Lenger,KZ,42.183,69.8839,37.4,87,100,10.07,mist
538,Vila Franca Do Campo,PT,37.7167,-25.4333,60.01,94,20,12.66,few clouds
539,Levin,NZ,-40.6333,175.275,69.01,68,0,7.0,clear sky
540,Tourlaville,FR,49.6383,-1.5664,34.0,69,0,12.66,clear sky
541,Ortigueira,BR,-24.2083,-50.9494,63.75,98,32,0.81,scattered clouds
542,Troitsko-Pechorsk,RU,62.7084,56.1964,-16.35,88,62,4.99,broken clouds
543,Pitimbu,BR,-7.4706,-34.8086,75.2,100,90,9.22,overcast clouds
544,Along,IN,28.1667,94.7667,53.6,60,22,1.79,few clouds
545,Jiuquan,CN,39.7432,98.5174,33.87,73,100,3.56,overcast clouds
546,Sault Sainte Marie,CA,46.5168,-84.3333,8.6,61,90,5.75,overcast clouds
547,Broken Hill,AU,-31.95,141.4333,66.2,48,0,18.41,clear sky
548,Kindu,CD,-2.95,25.95,70.57,96,43,1.7,light rain
549,Ostrow Wielkopolski,PL,51.655,17.8069,15.01,92,36,7.27,scattered clouds
550,Dongsheng,CN,39.8161,109.9776,31.89,76,100,1.72,overcast clouds
551,Newton,US,42.337,-71.2092,26.6,42,100,5.75,overcast clouds
552,The Valley,AI,18.217,-63.0578,77.0,78,20,13.8,few clouds
553,Canberra,AU,-35.2835,149.1281,79.0,50,6,11.5,clear sky
554,Tulle,FR,45.3333,1.8333,34.0,95,2,5.01,clear sky
555,Sangueya,GN,10.7,-14.3667,68.59,88,33,0.31,scattered clouds
556,Tahta,EG,26.7693,31.5021,55.4,58,0,10.36,clear sky
557,Barahona,DO,18.2085,-71.1008,76.1,75,7,13.04,clear sky
558,Moosomin,CA,50.1333,-101.6677,-26.57,86,79,5.08,broken clouds
559,Bacolod,PH,10.6667,122.95,82.13,74,0,3.85,clear sky
560,Beihai,CN,21.4833,109.1,64.92,73,88,6.24,overcast clouds
561,Caucaia,BR,-3.7361,-38.6531,82.4,78,40,8.05,scattered clouds
562,Assiniboia,CA,49.6334,-105.9845,-16.6,63,100,6.91,overcast clouds
563,Cabuyaro,CO,4.2817,-72.794,87.66,39,87,9.08,overcast clouds
564,Gambela,ET,8.25,34.5833,78.78,22,5,3.78,clear sky
565,Manzanillo,CU,20.3433,-77.1167,75.76,76,10,1.36,clear sky
566,Lazaro Cardenas,MX,17.9583,-102.2,72.5,71,8,8.21,clear sky
567,Villa Maria,AR,-32.4075,-63.2402,69.01,90,20,3.74,few clouds
568,Manjo,CM,4.8428,9.8217,73.6,88,64,0.36,broken clouds
569,Taixing,CN,32.1667,120.0136,53.01,81,6,8.57,clear sky
570,Marzuq,YE,14.4,46.4667,54.19,39,0,1.99,clear sky
571,Berbera,SO,10.4396,45.0143,73.13,70,80,5.53,broken clouds
572,Youkounkoun,GN,12.5333,-13.1333,79.65,17,0,6.49,clear sky
573,Ancud,CL,-41.8697,-73.8203,59.0,63,0,5.75,clear sky
574,Moussoro,TD,13.6408,16.4901,71.56,21,0,10.74,clear sky
575,Tinaquillo,VE,9.9186,-68.3047,72.9,77,38,5.79,scattered clouds
576,Zaysan,KZ,47.4667,84.8667,1.56,92,68,0.83,broken clouds
577,Moranbah,AU,-22.0016,148.0466,84.4,41,9,4.05,clear sky
578,Yichang,CN,30.7144,111.2847,51.01,78,65,2.13,broken clouds
579,Viedma,AR,-40.8135,-62.9967,72.0,79,100,18.07,overcast clouds
580,Maltahohe,NA,-24.8333,16.9833,65.01,72,100,9.48,overcast clouds
581,Karaman,TR,37.0833,33.25,36.3,81,100,7.0,overcast clouds
582,Gamba,GA,-2.65,10.0,79.16,85,100,8.39,light rain
583,Burns Lake,CA,54.2331,-125.7533,6.8,51,100,5.75,overcast clouds
584,Ahipara,NZ,-35.1667,173.1667,73.0,51,0,3.36,clear sky
585,Jiangyou,CN,31.7667,104.7167,56.75,64,100,4.27,overcast clouds
586,Acari,PE,-15.4311,-74.6158,74.52,58,9,1.72,clear sky
587,Sonqor,IR,34.7837,47.6004,33.8,75,0,4.61,clear sky
588,Erdenet,MN,49.0333,104.0833,-11.25,90,100,1.34,overcast clouds
589,Port Hope,US,43.9408,-82.7127,19.4,63,100,8.05,overcast clouds
590,Eirunepe,BR,-6.6603,-69.8736,75.2,95,100,1.43,overcast clouds
591,Hami,CN,42.8,93.45,30.06,86,0,3.06,clear sky
592,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,71.89,97,96,6.17,overcast clouds
593,Wajima,JP,37.4,136.9,48.2,71,20,4.61,few clouds
594,Ambovombe,MG,-25.1667,46.0833,75.65,78,66,15.66,broken clouds
595,Khudumelapye,BW,-23.8833,24.75,69.49,66,100,3.15,overcast clouds
596,Nova Ushytsya,UA,48.8372,27.2743,10.99,81,100,17.0,overcast clouds
597,San Pedro,PH,14.35,121.0167,75.2,88,90,6.91,overcast clouds
598,Quelimane,MZ,-17.8786,36.8883,75.11,93,58,5.06,broken clouds
599,Tukrah,LY,32.5341,20.5791,52.86,78,0,2.68,clear sky
600,Mao,ES,39.8885,4.2658,55.78,83,100,20.67,overcast clouds
601,Dodge City,US,37.7528,-100.0171,7.0,72,75,12.66,broken clouds
602,San Juan De Abajo,MX,20.8167,-105.1833,73.4,64,75,8.05,broken clouds
603,Harper,LR,4.375,-7.7169,79.2,89,0,9.24,clear sky
604,Haines Junction,CA,60.7522,-137.5108,-2.2,50,0,3.44,clear sky
605,Genhe,CN,50.7833,121.5167,-5.69,89,100,5.93,overcast clouds
606,Jiamusi,CN,46.8333,130.35,24.8,97,100,7.18,overcast clouds
607,Hot Springs,US,34.5037,-93.0552,28.4,74,90,4.34,overcast clouds
608,Kupang,ID,-10.1667,123.5833,80.6,94,75,5.75,broken clouds
609,Gazojak,TM,41.1875,61.4036,40.46,82,0,5.73,clear sky
610,Lesosibirsk,RU,58.2358,92.4828,-17.54,87,100,4.16,overcast clouds
611,Kimbe,PG,-5.5502,150.1429,84.24,75,89,4.07,moderate rain
612,Beyneu,KZ,45.3167,55.2,35.92,85,86,17.72,overcast clouds
613,Broome,US,42.2506,-75.833,15.8,48,90,3.44,overcast clouds
614,Samarkand,UZ,39.6542,66.9597,48.2,71,0,4.61,clear sky
615,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,74.46,42,35,5.14,scattered clouds
616,Victoria Point,AU,-27.5833,153.3,84.0,53,100,8.99,overcast clouds
617,Sangar,RU,63.9242,127.4739,-2.02,92,100,5.7,overcast clouds
618,Riyadh,SA,24.6877,46.7219,53.6,50,0,3.83,clear sky
619,Delta Del Tigre,UY,-34.7633,-56.3853,68.0,88,75,6.91,broken clouds
620,Morondava,MG,-20.2833,44.2833,77.25,86,100,15.52,overcast clouds
621,Shiringushi,RU,53.8485,42.7676,35.44,97,100,11.52,overcast clouds
622,Ust-Tsilma,RU,65.441,52.1498,-8.7,89,90,2.26,overcast clouds
623,Donauworth,DE,48.7,10.8,15.01,78,0,3.0,clear sky
624,Fare,PF,-16.7,-151.0167,81.95,71,87,10.49,overcast clouds
625,Qasigiannguit,GL,68.8193,-51.1922,5.0,78,20,1.14,few clouds
626,Launceston,AU,-41.45,147.1667,72.0,45,40,5.75,scattered clouds
627,Conakry,GN,9.538,-13.6773,78.8,78,0,2.3,haze
628,Kushmurun,KZ,52.4503,64.6311,24.28,98,100,1.74,overcast clouds
629,La Asuncion,VE,11.0333,-63.8628,75.97,87,1,15.14,clear sky
630,Kudahuvadhoo,MV,2.6708,72.8944,81.88,65,100,9.22,overcast clouds
631,La Rioja,ES,42.25,-2.5,46.4,81,20,8.05,few clouds
632,Palauig,PH,15.435,119.9045,78.76,71,69,5.95,broken clouds
633,Klyuchi,RU,52.2667,79.1667,-14.57,86,6,6.08,clear sky
634,Vorukh,TJ,39.8494,70.5838,40.66,57,100,5.82,overcast clouds
635,Padang,ID,-0.9492,100.3543,75.2,94,20,2.3,few clouds
636,Cotonou,BJ,6.3654,2.4183,84.2,84,40,12.66,scattered clouds
637,Cockburn Town,TC,21.4612,-71.1419,75.2,83,40,17.27,scattered clouds
638,Kashi,CN,39.4547,75.9797,39.2,33,0,8.95,clear sky
639,Santa Helena De Goias,BR,-17.8136,-50.5969,67.95,94,100,2.55,overcast clouds
640,Nikolsk,RU,53.7189,46.0712,34.48,96,100,14.85,snow
641,Zhirnovsk,RU,50.9845,44.7735,35.04,94,100,15.08,overcast clouds
642,Seoul,KR,37.5683,126.9778,33.8,93,0,1.14,fog
643,Saint-Joseph,RE,-21.3667,55.6167,78.8,65,0,6.91,light rain
644,Sampit,ID,-2.5333,112.95,81.16,80,62,3.0,broken clouds
645,Cabo San Lucas,MX,22.8909,-109.9124,69.8,64,1,17.27,clear sky
646,Verkhniy Landekh,RU,56.8389,42.5994,6.62,94,100,17.34,snow
647,Harmanli,BG,41.9333,25.9,28.0,47,71,3.89,broken clouds
648,Treinta Y Tres,UY,-33.2333,-54.3833,65.39,97,100,5.48,moderate rain
649,Maceio,BR,-9.6658,-35.7353,75.2,88,0,3.44,clear sky
650,Fort Saint James,CA,54.4333,-124.25,-0.53,91,100,2.71,overcast clouds
651,Vung Tau,VN,10.346,107.0843,73.31,80,2,8.23,clear sky
652,Xique-Xique,BR,-10.8218,-42.7263,78.93,59,21,10.98,few clouds
653,Tena,EC,-0.9833,-77.8167,72.93,79,67,1.97,broken clouds
654,Mandalay,MM,21.9747,96.0836,69.48,43,7,1.45,clear sky
655,Atbasar,KZ,51.8,68.3333,25.5,98,100,6.31,overcast clouds
656,Bilma,NE,18.6853,12.9164,66.7,22,0,4.38,clear sky
657,Bukachacha,RU,52.9833,116.9167,-4.02,85,100,5.79,overcast clouds
658,College,US,64.8569,-147.8028,10.0,72,20,3.44,few clouds
659,Soyo,AO,-6.1349,12.3689,79.95,80,27,6.91,scattered clouds
660,Ovre Ardal,NO,61.3167,7.8,2.32,50,0,1.3,clear sky
661,Raybag,IN,16.4833,74.7833,64.65,43,39,4.65,scattered clouds
662,Kinablangan,PH,7.6947,126.5503,83.32,72,86,1.48,overcast clouds
663,Big Rapids,US,43.6981,-85.4837,19.0,73,90,5.1,overcast clouds
664,Kailua,US,21.4022,-157.7394,80.6,57,40,8.05,scattered clouds
665,Bom Jesus,BR,-9.0744,-44.3586,75.38,82,91,1.72,light rain
666,Baiyin,CN,36.5583,104.2081,39.99,64,0,4.47,clear sky
667,Chikwawa,MW,-16.0335,34.8009,74.16,88,100,4.94,light rain
668,Santiago Del Estero,AR,-27.7951,-64.2615,73.0,71,60,3.0,broken clouds
669,Sao Francisco De Assis,BR,-29.5503,-55.1311,69.6,86,0,3.29,clear sky
670,Tirano,IT,46.2154,10.1679,30.0,85,90,10.36,light snow
671,Grand Forks,US,47.9417,-97.4337,-11.2,64,20,4.61,few clouds
672,Bakurianis Andeziti,GE,41.7337,43.4724,30.09,91,35,1.88,scattered clouds
673,Omboue,GA,-1.5746,9.2618,79.0,86,100,7.85,moderate rain
674,Waipawa,NZ,-41.4122,175.5153,71.6,53,0,12.66,clear sky
675,Roald,NO,62.5833,6.1333,32.0,51,0,10.36,clear sky
676,Pare,ID,-7.7679,112.198,79.2,78,100,2.86,overcast clouds
677,Sharkan,RU,57.2989,53.8712,16.0,91,100,2.06,light snow
678,Inuvik,CA,68.3499,-133.7218,5.0,78,100,5.75,overcast clouds
679,Zyryanka,RU,65.75,150.85,-23.67,86,21,3.98,few clouds
680,Mudgee,AU,-32.5943,149.5871,71.6,94,90,1.14,overcast clouds
681,Lima,PE,-12.0432,-77.0282,77.0,69,0,10.36,clear sky
682,Labuhan,ID,-6.8844,112.2051,80.26,82,100,8.52,overcast clouds
683,Monteagudo,BO,-19.8167,-63.9833,64.53,89,89,0.65,overcast clouds
684,Hauterive,FR,46.0901,3.4459,28.4,69,90,6.91,overcast clouds
685,Lagos,NG,6.5833,3.75,79.99,87,96,4.38,overcast clouds
686,Yarada,IN,17.65,83.2667,64.4,94,1,2.3,mist
687,Port Macquarie,AU,-31.4333,152.9167,73.4,94,90,3.44,light rain
688,Ewa Beach,US,21.3156,-158.0072,80.6,57,1,8.05,clear sky
689,Yiyang,CN,28.5892,112.3283,55.89,79,0,1.72,clear sky
690,Pfullingen,DE,48.4646,9.228,17.01,73,0,10.36,clear sky
691,Ugoofaaru,MV,5.6667,73.0,80.31,65,100,10.22,overcast clouds
692,Balkanabat,TM,39.5108,54.3671,57.09,38,0,13.89,clear sky
693,Batagay-Alyta,RU,67.8006,130.4114,-7.92,79,0,1.92,clear sky
694,Pihuamo,MX,19.2499,-103.3828,68.0,68,40,4.16,scattered clouds
695,Antalaha,MG,-14.9003,50.2788,74.73,89,100,4.68,overcast clouds
696,Dauriya,RU,49.9333,116.8667,-10.57,85,0,12.55,clear sky
